"Longitude","Latitude","EMD"
11.25,79.7770462036133,0.263134479522705
15,79.7770462036133,0.424454137682915
18.75,79.7770462036133,0.29712863266468
22.5,79.7770462036133,0.361473709344864
15,76.0702438354492,0.378765113651753
22.5,76.0702438354492,0.354942619800568
78.75,76.0702438354492,0.440367162227631
97.5,76.0702438354492,0.314127430319786
26.25,72.3615798950195,0.214103370904922
30,72.3615798950195,0.203453376889229
97.5,72.3615798950195,0.317971646785736
101.25,72.3615798950195,0.285121560096741
116.25,72.3615798950195,0.405857980251312
123.75,72.3615798950195,0.435281574726105
127.5,72.3615798950195,0.310944527387619
131.25,72.3615798950195,0.416017889976501
135,72.3615798950195,0.446156755089759
146.25,72.3615798950195,0.283479988574981
157.5,72.3615798950195,0.43719756603241
180,72.3615798950195,0.448038101196289
-123.75,72.3615798950195,0.428091794252396
-120,72.3615798950195,0.444322302937508
-97.5,72.3615798950195,0.334886878728867
-93.75,72.3615798950195,0.355657115578652
15,68.6520156860352,0.228807151317596
18.75,68.6520156860352,0.189449593424797
22.5,68.6520156860352,0.200622901320457
26.25,68.6520156860352,0.179451450705528
30,68.6520156860352,0.19167061150074
33.75,68.6520156860352,0.192033026367426
37.5,68.6520156860352,0.204374529421329
48.75,68.6520156860352,0.347115032374859
63.75,68.6520156860352,0.334740780293941
67.5,68.6520156860352,0.365803673863411
71.25,68.6520156860352,0.256729781627655
86.25,68.6520156860352,0.27470788359642
90,68.6520156860352,0.306117236614227
135,68.6520156860352,0.28267103433609
138.75,68.6520156860352,0.274506449699402
157.5,68.6520156860352,0.244880467653275
161.25,68.6520156860352,0.253409206867218
165,68.6520156860352,0.277779638767243
168.75,68.6520156860352,0.284653261303902
172.5,68.6520156860352,0.29977510869503
180,68.6520156860352,0.34150180965662
-161.25,68.6520156860352,0.331392884254456
-157.5,68.6520156860352,0.326908551156521
-153.75,68.6520156860352,0.321695387363434
-150,68.6520156860352,0.339612737298012
-146.25,68.6520156860352,0.341537334024906
-142.5,68.6520156860352,0.334361672401428
-138.75,68.6520156860352,0.271940886974334
-135,68.6520156860352,0.224912524223328
-131.25,68.6520156860352,0.228232748806476
-120,68.6520156860352,0.262209475040436
-116.25,68.6520156860352,0.224888190627098
-67.5,68.6520156860352,0.344985321164131
-63.75,68.6520156860352,0.276151925325394
7.5,64.9419479370117,0.206351757049561
11.25,64.9419479370117,0.134122613817453
15,64.9419479370117,0.189751714468002
18.75,64.9419479370117,0.177717745304108
22.5,64.9419479370117,0.172496810555458
26.25,64.9419479370117,0.166689768433571
30,64.9419479370117,0.16858871281147
33.75,64.9419479370117,0.176156900823116
37.5,64.9419479370117,0.165496982634067
48.75,64.9419479370117,0.264655739068985
60,64.9419479370117,0.316990345716476
78.75,64.9419479370117,0.183729350566864
116.25,64.9419479370117,0.168979428708553
120,64.9419479370117,0.188068717718124
123.75,64.9419479370117,0.190191324800253
127.5,64.9419479370117,0.23857169598341
135,64.9419479370117,0.289591908454895
142.5,64.9419479370117,0.279459953308105
146.25,64.9419479370117,0.332873851060867
172.5,64.9419479370117,0.316401660442352
176.25,64.9419479370117,0.383362501859665
-172.5,64.9419479370117,0.394471548497677
-161.25,64.9419479370117,0.24925173074007
-157.5,64.9419479370117,0.243244782090187
-150,64.9419479370117,0.323563694953918
-146.25,64.9419479370117,0.35118442773819
-142.5,64.9419479370117,0.362408310174942
-138.75,64.9419479370117,0.351985216140747
-135,64.9419479370117,0.323708817362786
-127.5,64.9419479370117,0.229306906461716
-112.5,64.9419479370117,0.215688273310661
-108.75,64.9419479370117,0.228756934404373
-105,64.9419479370117,0.238810315728188
-67.5,64.9419479370117,0.272294253110886
-63.75,64.9419479370117,0.319044522941113
-60,64.9419479370117,0.400616511702537
-22.5,64.9419479370117,0.224731914699078
-18.75,64.9419479370117,0.142825067043304
3.75,61.231575012207,0.2185989767313
7.5,61.231575012207,0.165690906345844
11.25,61.231575012207,0.24319077283144
15,61.231575012207,0.211962141096592
18.75,61.231575012207,0.156260468065739
22.5,61.231575012207,0.129120387136936
26.25,61.231575012207,0.199534364044667
30,61.231575012207,0.212759360671044
33.75,61.231575012207,0.228074505925179
45,61.231575012207,0.262243777513504
56.25,61.231575012207,0.187664657831192
60,61.231575012207,0.196237847208977
67.5,61.231575012207,0.140201844274997
71.25,61.231575012207,0.196789041161537
75,61.231575012207,0.162702992558479
78.75,61.231575012207,0.159807577729225
112.5,61.231575012207,0.187229357659817
116.25,61.231575012207,0.168979428708553
131.25,61.231575012207,0.244447410106659
146.25,61.231575012207,0.3078533411026
150,61.231575012207,0.312885753810406
153.75,61.231575012207,0.286052316427231
165,61.231575012207,0.308995097875595
-161.25,61.231575012207,0.254266932606697
-157.5,61.231575012207,0.246514491736889
-153.75,61.231575012207,0.237910240888596
-150,61.231575012207,0.237800136208534
-146.25,61.231575012207,0.316591739654541
-142.5,61.231575012207,0.420375496149063
-138.75,61.231575012207,0.359136633574963
-135,61.231575012207,0.330580145120621
-127.5,61.231575012207,0.295676738023758
-123.75,61.231575012207,0.229594960808754
-120,61.231575012207,0.231832563877106
-112.5,61.231575012207,0.23672679066658
-101.25,61.231575012207,0.207695320248604
-97.5,61.231575012207,0.144225403666496
-71.25,61.231575012207,0.292269587516785
-67.5,61.231575012207,0.416804611682892
3.75,57.5209922790527,0.199155330657959
7.5,57.5209922790527,0.23685909807682
11.25,57.5209922790527,0.237835347652435
15,57.5209922790527,0.177980162203312
22.5,57.5209922790527,0.227007918059826
26.25,57.5209922790527,0.175799638032913
30,57.5209922790527,0.16180819272995
33.75,57.5209922790527,0.152597121894359
37.5,57.5209922790527,0.234138384461403
41.25,57.5209922790527,0.182521164417267
56.25,57.5209922790527,0.172915503382683
60,57.5209922790527,0.174592718482018
67.5,57.5209922790527,0.16144722700119
