"Longitude","Latitude","Region"
18.75,-31.5445232391357,"Africa_2"
26.25,-31.5445232391357,"Africa_2"
18.75,-35.2555809020996,"Africa_2"
22.5,-35.2555809020996,"Africa_2"
112.5,5.56671380996704,"Indopacific_1"
138.75,-1.85557150840759,"Indopacific_1"
150,-1.85557150840759,"Indopacific_1"
108.75,-5.56671380996704,"Indopacific_1"
138.75,-5.56671380996704,"Indopacific_1"
142.5,-5.56671380996704,"Indopacific_1"
146.25,-5.56671380996704,"Indopacific_1"
142.5,-9.27785301208496,"Indopacific_1"
138.75,-12.9889888763428,"Indopacific_1"
146.25,-12.9889888763428,"Indopacific_2"
127.5,-16.7001171112061,"Indopacific_1"
146.25,-16.7001171112061,"Indopacific_2"
153.75,-27.8334445953369,"Indopacific_2"
127.5,-31.5445232391357,"Indopacific_1"
138.75,-31.5445232391357,"Indopacific_1"
150,-31.5445232391357,"Indopacific_2"
142.5,-35.2555809020996,"Indopacific_2"
150,-35.2555809020996,"Indopacific_1"
176.25,-35.2555809020996,"Indopacific_1"
142.5,-38.966609954834,"Indopacific_2"
146.25,-38.966609954834,"Indopacific_2"
150,-38.966609954834,"Indopacific_2"
146.25,-42.677604675293,"Indopacific_2"
172.5,-42.677604675293,"Indopacific_1"
168.75,-46.388557434082,"Indopacific_1"
-82.5,9.27785301208496,"South America_1"
-75,9.27785301208496,"South America_1"
-71.25,9.27785301208496,"South America_1"
-67.5,9.27785301208496,"South America_1"
-63.75,9.27785301208496,"South America_1"
-75,5.56671380996704,"South America_2"
-71.25,5.56671380996704,"South America_2"
-60,5.56671380996704,"South America_1"
-78.75,1.85557150840759,"South America_2"
-75,1.85557150840759,"South America_2"
-67.5,1.85557150840759,"South America_1"
-82.5,-1.85557150840759,"South America_1"
-78.75,-1.85557150840759,"South America_2"
-71.25,-1.85557150840759,"South America_1"
-63.75,-1.85557150840759,"South America_2"
-56.25,-1.85557150840759,"South America_2"
-48.75,-1.85557150840759,"South America_2"
-45,-1.85557150840759,"South America_2"
-41.25,-1.85557150840759,"South America_2"
-37.5,-1.85557150840759,"South America_2"
-82.5,-5.56671380996704,"South America_1"
-78.75,-5.56671380996704,"South America_1"
-75,-5.56671380996704,"South America_2"
-37.5,-5.56671380996704,"South America_2"
-78.75,-9.27785301208496,"South America_1"
-75,-9.27785301208496,"South America_2"
-75,-12.9889888763428,"South America_2"
-71.25,-12.9889888763428,"South America_1"
-67.5,-12.9889888763428,"South America_1"
-63.75,-12.9889888763428,"South America_2"
-60,-12.9889888763428,"South America_2"
-71.25,-16.7001171112061,"South America_2"
-67.5,-16.7001171112061,"South America_2"
-63.75,-16.7001171112061,"South America_2"
-56.25,-16.7001171112061,"South America_2"
-45,-16.7001171112061,"South America_2"
-41.25,-16.7001171112061,"South America_2"
-67.5,-20.4112377166748,"South America_2"
-45,-20.4112377166748,"South America_2"
-41.25,-20.4112377166748,"South America_2"
-67.5,-24.1223487854004,"South America_2"
-48.75,-24.1223487854004,"South America_2"
-45,-24.1223487854004,"South America_2"
-48.75,-27.8334445953369,"South America_2"
-45,-27.8334445953369,"South America_2"
-67.5,-31.5445232391357,"South America_2"
-71.25,-35.2555809020996,"South America_1"
-71.25,-38.966609954834,"South America_1"
-75,-42.677604675293,"South America_1"
-71.25,-42.677604675293,"South America_1"
-71.25,-46.388557434082,"South America_1"
-75,-50.0994529724121,"South America_1"
-71.25,-50.0994529724121,"South America_1"
-56.25,-50.0994529724121,"South America_2"
-71.25,-53.8102722167969,"South America_1"
-67.5,-53.8102722167969,"South America_1"
-60,-61.231575012207,"South America_2"
