"Region","Timeslice","EMD","Region_code"
"Global","12",0.295025333762169,"Global"
"Global","12",0.333333313465118,"Global"
"Global","12",0.172709137201309,"Global"
"Global","12.5",0.188376307487488,"Global"
"Global","12.5",0.279084384441376,"Global"
"Global","12.5",0.332187086343765,"Global"
"Global","12.5",0.231772154569626,"Global"
"Global","12.5",0.209236886352301,"Global"
"Global","12.5",0.211963154375553,"Global"
"Global","12.5",0.272162079811096,"Global"
"Global","12.5",0.324437722563743,"Global"
"Global","12.5",0.348685264587402,"Global"
"Global","12.5",0.370775014162063,"Global"
"Global","12.5",0.172015860676765,"Global"
"Global","12.5",0.227531500160694,"Global"
"Global","12.5",0.32469990849495,"Global"
"Global","12.5",0.328906416893005,"Global"
"Global","12.5",0.181083977222443,"Global"
"Global","13",0.200714766979217,"Global"
"Global","13",0.286672860383987,"Global"
"Global","13",0.365215793251991,"Global"
"Global","13",0.235407575964928,"Global"
"Global","13",0.200698360800743,"Global"
"Global","13",0.231225345283747,"Global"
"Global","13",0.287718340754509,"Global"
"Global","13",0.289709512144327,"Global"
"Global","13",0.362546950578689,"Global"
"Global","13",0.309981524944306,"Global"
"Global","13",0.185736589133739,"Global"
"Global","13",0.20634126290679,"Global"
"Global","13",0.289267860352993,"Global"
"Global","13",0.335239291191101,"Global"
"Global","13",0.219528943300247,"Global"
"Global","13.5",0.19377988576889,"Global"
"Global","13.5",0.288269549608231,"Global"
"Global","13.5",0.395185872912407,"Global"
"Global","13.5",0.229203596711159,"Global"
"Global","13.5",0.21446281671524,"Global"
"Global","13.5",0.212248772382736,"Global"
"Global","13.5",0.26989609003067,"Global"
"Global","13.5",0.260706335306168,"Global"
"Global","13.5",0.348227918148041,"Global"
"Global","13.5",0.285709738731384,"Global"
"Global","13.5",0.196094572544098,"Global"
"Global","13.5",0.210629418492317,"Global"
"Global","13.5",0.283601254224777,"Global"
"Global","13.5",0.344656258821487,"Global"
"Global","13.5",0.202908240258694,"Global"
"Global","14",0.200445763766765,"Global"
"Global","14",0.328111350536347,"Global"
"Global","14",0.401736885309219,"Global"
"Global","14",0.22773152589798,"Global"
"Global","14",0.232205182313919,"Global"
"Global","14",0.216039508581161,"Global"
"Global","14",0.244042672216892,"Global"
"Global","14",0.288316279649734,"Global"
"Global","14",0.355699345469475,"Global"
"Global","14",0.319112345576286,"Global"
"Global","14",0.173989154398441,"Global"
"Global","14",0.198372207581997,"Global"
"Global","14",0.271061107516289,"Global"
"Global","14",0.338218107819557,"Global"
"Global","14",0.240602880716324,"Global"
"Global","14.5",0.205645233392715,"Global"
"Global","14.5",0.29849898815155,"Global"
"Global","14.5",0.41926209628582,"Global"
"Global","14.5",0.240983344614506,"Global"
"Global","14.5",0.249458227306604,"Global"
"Global","14.5",0.236153423786163,"Global"
"Global","14.5",0.247050456702709,"Global"
"Global","14.5",0.350115865468979,"Global"
"Global","14.5",0.34630960226059,"Global"
"Global","14.5",0.400335416197777,"Global"
"Global","14.5",0.200414936989546,"Global"
"Global","14.5",0.214268192648888,"Global"
"Global","14.5",0.294674701988697,"Global"
"Global","14.5",0.366395130753517,"Global"
"Global","14.5",0.24981015175581,"Global"
"Global","15",0.208867028355599,"Global"
"Global","15",0.282853573560714,"Global"
"Global","15",0.334156945347786,"Global"
"Global","15",0.255129456520081,"Global"
"Global","15",0.250582039356232,"Global"
"Global","15",0.26271378993988,"Global"
"Global","15",0.270489305257797,"Global"
"Global","15",0.324466854333878,"Global"
"Global","15",0.374831557273865,"Global"
"Global","15",0.296380743384361,"Global"
"Global","15",0.187554765492678,"Global"
"Global","15",0.246090158820152,"Global"
"Global","15",0.39345571398735,"Global"
"Global","15",0.367418944835663,"Global"
"Global","15",0.25097793340683,"Global"
"Global","15.5",0.183694198727608,"Global"
"Global","15.5",0.294951125979424,"Global"
"Global","15.5",0.421411588788033,"Global"
"Global","15.5",0.257025271654129,"Global"
"Global","15.5",0.273059450089931,"Global"
"Global","15.5",0.234110049903393,"Global"
"Global","15.5",0.252852365374565,"Global"
"Global","15.5",0.388566076755524,"Global"
"Global","15.5",0.35514310747385,"Global"
"Global","15.5",0.291152447462082,"Global"
"Global","15.5",0.18999508023262,"Global"
"Global","15.5",0.241328418254853,"Global"
"Global","15.5",0.289712846279144,"Global"
"Global","15.5",0.366723507642746,"Global"
"Global","15.5",0.238594353199005,"Global"
"Global","16",0.188618332147598,"Global"
"Global","16",0.335762023925781,"Global"
"Global","16",0.430271014571189,"Global"
"Global","16",0.239213362336159,"Global"
"Global","16",0.310503110289573,"Global"
"Global","16",0.245774954557419,"Global"
"Global","16",0.286783799529076,"Global"
"Global","16",0.413557693362236,"Global"
"Global","16",0.345006912946701,"Global"
"Global","16",0.303651757538319,"Global"
"Global","16",0.232278496026993,"Global"
"Global","16",0.222004014998674,"Global"
"Global","16",0.309271365404129,"Global"
"Global","16",0.325181052088737,"Global"
"Global","16",0.248570270836353,"Global"
"Global","16.5",0.192258358001709,"Global"
"Global","16.5",0.316128611564636,"Global"
"Global","16.5",0.442771673202515,"Global"
"Global","16.5",0.237609907984734,"Global"
"Global","16.5",0.33210414648056,"Global"
"Global","16.5",0.220145970582962,"Global"
"Global","16.5",0.300974100828171,"Global"
"Global","16.5",0.476941354572773,"Global"
"Global","16.5",0.345629043877125,"Global"
"Global","16.5",0.293734729290009,"Global"
"Global","16.5",0.202450893819332,"Global"
"Global","16.5",0.237801134586335,"Global"
"Global","16.5",0.266976326704025,"Global"
"Global","16.5",0.366019532084465,"Global"
"Global","16.5",0.251363407820463,"Global"
"Global","17",0.209969878196717,"Global"
"Global","17",0.34471333026886,"Global"
"Global","17",0.456817090511322,"Global"
"Global","17",0.229425475001335,"Global"
"Global","17",0.337748974561692,"Global"
"Global","17",0.249528080224991,"Global"
"Global","17",0.28222306072712,"Global"
"Global","17",0.422812439501286,"Global"
"Global","17",0.302540242671966,"Global"
"Global","17",0.281200528144836,"Global"
"Global","17",0.203130789101124,"Global"
"Global","17",0.228019516915083,"Global"
"Global","17",0.332450360059738,"Global"
"Global","17",0.333881676197052,"Global"
"Global","17",0.25274956598878,"Global"
"Global","17.5",0.209598775953054,"Global"
"Global","17.5",0.416406095027924,"Global"
"Global","17.5",0.449397519230842,"Global"
"Global","17.5",0.22613300383091,"Global"
"Global","17.5",0.341284692287445,"Global"
"Global","17.5",0.269860371947289,"Global"
"Global","17.5",0.327095866203308,"Global"
"Global","17.5",0.416082181036473,"Global"
"Global","17.5",0.326723545789719,"Global"
"Global","17.5",0.269126921892166,"Global"
"Global","17.5",0.215386778116226,"Global"
"Global","17.5",0.234218437224626,"Global"
"Global","17.5",0.317034333944321,"Global"
"Global","17.5",0.367767639458179,"Global"
"Global","17.5",0.235237166285515,"Global"
"Global","18",0.20868119597435,"Global"
"Global","18",0.362428456544876,"Global"
"Global","18",0.453420653939247,"Global"
"Global","18",0.210551187396049,"Global"
"Global","18",0.321138426661492,"Global"
"Global","18",0.263596385717392,"Global"
"Global","18",0.334169954061508,"Global"
"Global","18",0.446245223283768,"Global"
"Global","18",0.326035797595978,"Global"
"Global","18",0.272279113531113,"Global"
"Global","18",0.219834849238396,"Global"
"Global","18",0.197962239384651,"Global"
"Global","18",0.319839179515839,"Global"
"Global","18",0.337092578411102,"Global"
"Global","18",0.223209869116545,"Global"
"Global","18.5",0.268829226493835,"Global"
"Global","18.5",0.436641111969947,"Global"
"Global","18.5",0.455161690711975,"Global"
"Global","18.5",0.245339650660753,"Global"
"Global","18.5",0.316281676292419,"Global"
"Global","18.5",0.268095210194588,"Global"
"Global","18.5",0.298273369669914,"Global"
"Global","18.5",0.428873375058174,"Global"
"Global","18.5",0.315680481493473,"Global"
"Global","18.5",0.254552006721497,"Global"
"Global","18.5",0.220172688364983,"Global"
"Global","18.5",0.207478150725365,"Global"
"Global","18.5",0.305141255259514,"Global"
"Global","18.5",0.343777850270271,"Global"
"Global","18.5",0.242914102971554,"Global"
"Global","19",0.297326877713203,"Global"
"Global","19",0.437334731221199,"Global"
"Global","19",0.458046674728394,"Global"
"Global","19",0.224874474108219,"Global"
"Global","19",0.349212303757667,"Global"
"Global","19",0.249689109623432,"Global"
"Global","19",0.351055040955544,"Global"
"Global","19",0.430473268032074,"Global"
"Global","19",0.332788556814194,"Global"
"Global","19",0.266429841518402,"Global"
"Global","19",0.194545403122902,"Global"
"Global","19",0.206908941268921,"Global"
"Global","19",0.284264802932739,"Global"
"Global","19",0.335547477006912,"Global"
"Global","19",0.24641502648592,"Global"
"Global","19.5",0.274325728416443,"Global"
"Global","19.5",0.431577175855637,"Global"
"Global","19.5",0.463999688625336,"Global"
"Global","19.5",0.23474158346653,"Global"
"Global","19.5",0.357993766665459,"Global"
"Global","19.5",0.269090086221695,"Global"
"Global","19.5",0.259962879121304,"Global"
"Global","19.5",0.452018626034259,"Global"
"Global","19.5",0.298414327204228,"Global"
"Global","19.5",0.269550830125809,"Global"
"Global","19.5",0.20535272359848,"Global"
"Global","19.5",0.207965135574341,"Global"
"Global","19.5",0.277676850557327,"Global"
"Global","19.5",0.39965145289898,"Global"
"Global","19.5",0.250241681933404,"Global"
"Global","20",0.249904371798039,"Global"
"Global","20",0.434083774685859,"Global"
"Global","20",0.459791570901871,"Global"
"Global","20",0.211010985076428,"Global"
"Global","20",0.355413377285004,"Global"
"Global","20",0.268410667777062,"Global"
"Global","20",0.266659498214722,"Global"
"Global","20",0.427358001470566,"Global"
"Global","20",0.342632099986076,"Global"
"Global","20",0.283748894929886,"Global"
"Global","20",0.234978266060352,"Global"
"Global","20",0.210569798946381,"Global"
"Global","20",0.333022207021713,"Global"
"Global","20",0.331807911396027,"Global"
"Global","20",0.227783665060997,"Global"
"Global","20.5",0.300793319940567,"Global"
"Global","20.5",0.452890075743199,"Global"
"Global","20.5",0.458144068717957,"Global"
"Global","20.5",0.221170231699944,"Global"
"Global","20.5",0.377636313438416,"Global"
"Global","20.5",0.257480055093765,"Global"
"Global","20.5",0.281478486955166,"Global"
"Global","20.5",0.432381331920624,"Global"
"Global","20.5",0.313094362616539,"Global"
"Global","20.5",0.275633454322815,"Global"
"Global","20.5",0.212890140712261,"Global"
"Global","20.5",0.207390412688256,"Global"
"Global","20.5",0.302899487316609,"Global"
"Global","20.5",0.337703853845596,"Global"
"Global","20.5",0.234532423317433,"Global"
"Global","21",0.28090588748455,"Global"
"Global","21",0.443426854908467,"Global"
"Global","21",0.457112908363342,"Global"
"Global","21",0.229556813836098,"Global"
"Global","21",0.360045790672302,"Global"
"Global","21",0.264199711382389,"Global"
"Global","21",0.304888069629669,"Global"
"Global","21",0.424055427312851,"Global"
"Global","21",0.32599738240242,"Global"
"Global","21",0.266550838947296,"Global"
"Global","21",0.249999329447746,"Global"
"Global","21",0.207724086940288,"Global"
"Global","21",0.270516753196716,"Global"
"Global","21",0.342615962028504,"Global"
"Global","21",0.251217927783728,"Global"
"EU 1","0",-0.072486937046051,"EU 1"
"EU 1","0",0.099381119012833,"EU 1"
"EU 1","0",0.062651693820953,"EU 1"
"EU 1","0",0.046648994088173,"EU 1"
"EU 1","0",0.085942491889,"EU 1"
"AS 1","0",0.016071423888206,"AS 1"
"EU 1","0",-0.109350994229317,"EU 1"
"EU 1","0",-0.109459325671196,"EU 1"
"AS 1","0",0.040103062987327,"AS 1"
"AS 1","0",0.008204445242881,"AS 1"
"AS 1","0",0.083328261971473,"AS 1"
"AS 1","0",0.182476177811622,"AS 1"
"AS 1","0",0.131216511130333,"AS 1"
"AS 1","0",0.14307664334774,"AS 1"
"AS 1","0",0.181072428822517,"AS 1"
"NA 1","0",0.156191602349281,"NA 1"
"NA 1","0",0.150072619318962,"NA 1"
"NA 1","0",0.043477669358253,"NA 1"
"NA 1","0",0.05972720682621,"NA 1"
"EU 1","0",-0.107747487723828,"EU 1"
"EU 1","0",-0.106501951813698,"EU 1"
"EU 1","0",-0.069610252976418,"EU 1"
"EU 1","0",-0.10076142847538,"EU 1"
"EU 1","0",-0.087222740054131,"EU 1"
"EU 1","0",-0.080624341964722,"EU 1"
"AS 1","0",-0.027195677161217,"AS 1"
"AS 1","0",0.095108762383461,"AS 1"
"AS 1","0",0.109663680195808,"AS 1"
