"Source","Longitude","Latitude","BIO10","BIO11","BIO18","BIO19"
"MPI-ESM_GLAC1D - CRU",-82.5,72.3615798950195,4.22411614265294,1.6030712366105,80.3762806758288,24.1279984967085
"MPI-ESM_GLAC1D - CRU",-78.75,72.3615798950195,5.73276199729494,4.0616650263469,61.4790317028764,5.3034873620839
"MPI-ESM_GLAC1D - CRU",-75,72.3615798950195,6.87739742634198,4.57773279349015,34.8771216109393,-0.568307216349055
"MPI-ESM_GLAC1D - CRU",18.75,68.6520156860352,1.38763166864716,2.67314391136174,59.872951813042,-42.5093685731292
"MPI-ESM_GLAC1D - CRU",22.5,68.6520156860352,-0.100493325789801,2.5266596416633,35.156110350787,7.16095146462305
"MPI-ESM_GLAC1D - CRU",26.25,68.6520156860352,-1.93367046912509,1.0190814614296,10.991513627768,3.959903395921
"MPI-ESM_GLAC1D - CRU",30,68.6520156860352,-2.51335794727005,-1.4940175056457,-12.5577140480285,-1.7458933062853
"MPI-ESM_GLAC1D - CRU",52.5,68.6520156860352,-3.67932146787638,-4.4830539544423,-16.115111310781,2.13318624496461
"MPI-ESM_GLAC1D - CRU",56.25,68.6520156860352,-3.10619645516074,-4.4993819832802,-5.6377561174335,5.4193803839386
"MPI-ESM_GLAC1D - CRU",60,68.6520156860352,-2.0147641311089,-4.21044962008785,1.847416635603,9.38326499313115
"MPI-ESM_GLAC1D - CRU",63.75,68.6520156860352,-1.13062347173689,-3.001152865092,7.258939171582,27.417054337263
"MPI-ESM_GLAC1D - CRU",67.5,68.6520156860352,-0.617837054530765,-2.2389391899109,24.4879158742725,32.4265734545887
"MPI-ESM_GLAC1D - CRU",71.25,68.6520156860352,0.262840038289635,-1.87625690301255,12.4855222128325,24.317739086598
"MPI-ESM_GLAC1D - CRU",75,68.6520156860352,0.44203275740148,-1.27201220989225,4.54078743457748,8.0099110886454
"MPI-ESM_GLAC1D - CRU",78.75,68.6520156860352,-0.22481622397898,-1.5787307739257,-1.600765975565,1.7521288521586
"MPI-ESM_GLAC1D - CRU",82.5,68.6520156860352,-1.32632666726906,-1.62214235464725,1.73355346992651,-7.61536125838754
"MPI-ESM_GLAC1D - CRU",86.25,68.6520156860352,-2.29549334645269,-1.1901891549428,1.125989739597,-14.9066788464785
"MPI-ESM_GLAC1D - CRU",90,68.6520156860352,-1.58327980736889,0.11194621721905,-13.697550293804,-17.8467630490662
"MPI-ESM_GLAC1D - CRU",93.75,68.6520156860352,0.81153796066841,3.0496546427409,-43.115220718085,-16.7497804336249
"MPI-ESM_GLAC1D - CRU",97.5,68.6520156860352,-0.423201613128175,3.8205143372218,-18.391233035922,-15.0395822614433
"MPI-ESM_GLAC1D - CRU",101.25,68.6520156860352,-2.34208187659581,2.5049675146739,38.27873961553,-13.4109027564527
"MPI-ESM_GLAC1D - CRU",105,68.6520156860352,-2.95846207936607,2.0705402612687,61.285776770115,-10.0318708650769
"MPI-ESM_GLAC1D - CRU",108.75,68.6520156860352,-2.92788914839429,2.5803840796153,58.907977650315,-9.3663680389523
"MPI-ESM_GLAC1D - CRU",112.5,68.6520156860352,-2.92653502424559,3.69595694541935,39.903307131678,-7.65424386635425
"MPI-ESM_GLAC1D - CRU",116.25,68.6520156860352,-2.20049331188202,5.4768162250519,27.304424527287,-5.5721942342818
"MPI-ESM_GLAC1D - CRU",120,68.6520156860352,-1.80002458890275,5.44913418293005,6.79313733577752,-2.7786539912224
"MPI-ESM_GLAC1D - CRU",123.75,68.6520156860352,-2.45489441951112,4.6909309228262,-2.14023972451702,-3.2145467989146
"MPI-ESM_GLAC1D - CRU",127.5,68.6520156860352,0.373595215876914,9.48530586560575,-53.064345945418,-4.45119399204846
"MPI-ESM_GLAC1D - CRU",131.25,68.6520156860352,-2.30520690679552,11.1272066752116,3.29504680708101,4.7633318409324
"MPI-ESM_GLAC1D - CRU",135,68.6520156860352,-3.32510272065799,9.35197267532355,41.772695857286,12.9087574981152
"MPI-ESM_GLAC1D - CRU",138.75,68.6520156860352,-0.643357859055181,7.6954360644023,40.52075060159,19.4585325703025
"MPI-ESM_GLAC1D - CRU",142.5,68.6520156860352,-1.74307144284246,4.40934239228575,86.3469763934605,20.1174322761596
"MPI-ESM_GLAC1D - CRU",146.25,68.6520156860352,-3.16395688851672,2.8830662886302,84.888602986187,9.4279960289598
"MPI-ESM_GLAC1D - CRU",150,68.6520156860352,-3.31864437262215,3.15655586719519,88.585991439968,8.49926568269735
"MPI-ESM_GLAC1D - CRU",153.75,68.6520156860352,-3.22648296356199,4.1605141480764,85.4566001825038,7.311947184056
"MPI-ESM_GLAC1D - CRU",157.5,68.6520156860352,-1.90176936189332,4.28309228420265,63.8357065454119,7.17372789755456
"MPI-ESM_GLAC1D - CRU",161.25,68.6520156860352,-0.32421725193657,1.8568681716919,51.4881704173983,6.3177975445986
"MPI-ESM_GLAC1D - CRU",165,68.6520156860352,-0.12713388999301,1.90814436276755,34.4576401181515,5.1751890875399
"MPI-ESM_GLAC1D - CRU",168.75,68.6520156860352,-2.98997244437534,2.8987951596578,46.422565612197,14.3418023377656
"MPI-ESM_GLAC1D - CRU",172.5,68.6520156860352,-2.972472457091,0.142857678731353,67.2229271546005,31.3247500069439
"MPI-ESM_GLAC1D - CRU",176.25,68.6520156860352,-0.96549323927609,-0.0800068378447989,27.033453387022,40.2765627332031
"MPI-ESM_GLAC1D - CRU",180,68.6520156860352,0.53429846707733,0.835180521011399,-19.53102485314,34.2356996366289
"MPI-ESM_GLAC1D - CRU",-161.25,68.6520156860352,0.70057445963226,0.385753321647702,10.610406351089,35.1129435652168
"MPI-ESM_GLAC1D - CRU",-157.5,68.6520156860352,1.6508869558573,2.5843992471695,53.621546314656,25.9583391116233
"MPI-ESM_GLAC1D - CRU",-153.75,68.6520156860352,0.33669423858327,4.5056491851807,109.446346667409,17.6175140493782
"MPI-ESM_GLAC1D - CRU",-150,68.6520156860352,-0.393383927146576,3.8213784456253,130.023811243474,23.3627064780565
"MPI-ESM_GLAC1D - CRU",-146.25,68.6520156860352,2.17341300050419,4.156586710612,144.713625206798,28.9299727359088
"MPI-ESM_GLAC1D - CRU",-142.5,68.6520156860352,2.99164217263462,3.09520141283675,150.739363729953,38.7239777433685
"MPI-ESM_GLAC1D - CRU",-138.75,68.6520156860352,0.520366049806301,3.8109305302302,178.288962125778,34.4273069493472
"MPI-ESM_GLAC1D - CRU",-135,68.6520156860352,-0.58851418097812,3.136243057251,194.281039857119,18.3434238933026
"MPI-ESM_GLAC1D - CRU",-131.25,68.6520156860352,0.71658995548885,3.6761910279592,188.5792461209,30.5528719522058
"MPI-ESM_GLAC1D - CRU",-127.5,68.6520156860352,2.47635564406716,3.90379511515305,156.766779301316,36.0296037785709
"MPI-ESM_GLAC1D - CRU",-123.75,68.6520156860352,4.64289214313027,2.8613733291626,125.672465929389,39.2077068164944
"MPI-ESM_GLAC1D - CRU",-120,68.6520156860352,5.01409006764495,2.6731962839763,98.3294103965162,44.2057861603797
"MPI-ESM_GLAC1D - CRU",-116.25,68.6520156860352,4.91536610374845,3.3854097763697,94.1223638027904,53.5137531653046
"MPI-ESM_GLAC1D - CRU",-112.5,68.6520156860352,5.50854322345306,3.962102619807,106.772295430302,55.604190735519
"MPI-ESM_GLAC1D - CRU",-108.75,68.6520156860352,4.35494944884748,4.88020164966585,93.524526800215,54.4181058734656
"MPI-ESM_GLAC1D - CRU",-105,68.6520156860352,4.76981924421461,5.45660787423455,66.3709104582665,43.649776482582
"MPI-ESM_GLAC1D - CRU",-97.5,68.6520156860352,5.03463695490113,6.3215297460556,66.5198511116203,37.6595679283143
"MPI-ESM_GLAC1D - CRU",-93.75,68.6520156860352,4.50231926326331,7.8799723625184,63.6045525424177,31.3506432534428
"MPI-ESM_GLAC1D - CRU",-90,68.6520156860352,4.13817864383262,5.4153629620871,55.7468841560185,37.1542247877689
"MPI-ESM_GLAC1D - CRU",-82.5,68.6520156860352,4.08088699691,3.032211748759,92.5863288251682,36.5577144609299
"MPI-ESM_GLAC1D - CRU",-75,68.6520156860352,4.45424633156509,1.5447638352712,110.043955043703,43.9314174124504
"MPI-ESM_GLAC1D - CRU",-71.25,68.6520156860352,6.65588698443022,3.2930970986685,50.614895089715,34.9515312412055
"MPI-ESM_GLAC1D - CRU",-67.5,68.6520156860352,8.99789220299572,7.4082482814789,19.7870407722891,8.8804218226345
"MPI-ESM_GLAC1D - CRU",15,64.9419479370117,1.2966160297394,1.00285745859148,83.435721798241,16.987238826603
"MPI-ESM_GLAC1D - CRU",18.75,64.9419479370117,-1.0865090092024,1.5623106002808,99.858183576167,48.1559491299091
"MPI-ESM_GLAC1D - CRU",22.5,64.9419479370117,-2.299425637722,-1.9540957132975,142.060099910945,47.7817741729318
"MPI-ESM_GLAC1D - CRU",26.25,64.9419479370117,-2.59156109491985,-3.1525331387917,105.47806788832,37.2965857647362
"MPI-ESM_GLAC1D - CRU",30,64.9419479370117,-2.3526288072268,-2.53969459732375,89.8126442946495,26.5081452675168
"MPI-ESM_GLAC1D - CRU",33.75,64.9419479370117,-2.3118735869726,-4.1321685433388,83.116104137898,39.0689307413989
"MPI-ESM_GLAC1D - CRU",41.25,64.9419479370117,-2.2561704874038,-3.9389133691788,103.395040618628,7.1432012155649
"MPI-ESM_GLAC1D - CRU",45,64.9419479370117,-2.027316292127,-3.96625707348185,40.374043352157,7.1984059393407
"MPI-ESM_GLAC1D - CRU",48.75,64.9419479370117,-2.15807150602345,-2.33503305912015,23.1867894574995,1.40716657042495
"MPI-ESM_GLAC1D - CRU",52.5,64.9419479370117,-2.7165611247222,-2.8621163368225,31.0501968935135,4.94893206879486
"MPI-ESM_GLAC1D - CRU",56.25,64.9419479370117,-3.0762746433417,-2.60873091618225,34.3434926837685,-2.29395086467267
"MPI-ESM_GLAC1D - CRU",60,64.9419479370117,-1.76614439288777,-1.7338091055552,37.056705192476,7.86564422622314
"MPI-ESM_GLAC1D - CRU",63.75,64.9419479370117,-3.02411314447722,-1.3404496868451,47.720431454479,11.8746008284389
"MPI-ESM_GLAC1D - CRU",67.5,64.9419479370117,-2.85671735207239,-0.85057988564175,38.708194740861,7.10579649955027
"MPI-ESM_GLAC1D - CRU",71.25,64.9419479370117,-1.97101418574649,-0.712793445587199,18.015387144684,5.14224755540499
"MPI-ESM_GLAC1D - CRU",75,64.9419479370117,-2.0213006357352,-0.112637138366701,9.34800268560599,4.8558113351465
"MPI-ESM_GLAC1D - CRU",78.75,64.9419479370117,-3.07367045084632,0.0741337060928018,9.95181337594951,9.09292245581742
"MPI-ESM_GLAC1D - CRU",82.5,64.9419479370117,-3.40830586751302,-0.522975667317699,28.536759779602,-0.206597049534395
"MPI-ESM_GLAC1D - CRU",86.25,64.9419479370117,-4.66643090248109,-1.3506058533986,39.2852643325925,-9.09755863770854
"MPI-ESM_GLAC1D - CRU",90,64.9419479370117,-3.77187355955439,0.35994106928505,19.5170496866105,-20.5186404846609
"MPI-ESM_GLAC1D - CRU",93.75,64.9419479370117,-3.54583189686137,1.73168594042465,15.1446490377185,-19.0545319929719
"MPI-ESM_GLAC1D - CRU",97.5,64.9419479370117,-3.40721210241317,4.3629621346792,26.0502222239965,-12.8653162747622
"MPI-ESM_GLAC1D - CRU",101.25,64.9419479370117,-4.21484231551489,5.1866340875626,37.5280732803045,-8.90170359835039
"MPI-ESM_GLAC1D - CRU",105,64.9419479370117,-3.34413917660712,4.1815297762553,43.879520048201,-9.37374852299684
"MPI-ESM_GLAC1D - CRU",108.75,64.9419479370117,-3.37752460638679,3.8659308433533,41.656848995388,-10.9978475205599
"MPI-ESM_GLAC1D - CRU",112.5,64.9419479370117,-2.78223815162975,6.0575716336568,38.1679441824555,-12.0892650105059
"MPI-ESM_GLAC1D - CRU",116.25,64.9419479370117,-3.00252465804417,6.45452461242675,53.1236876398325,-9.95007802620525
"MPI-ESM_GLAC1D - CRU",120,64.9419479370117,-4.0134621461232,5.2028318166733,64.936974485964,-3.9725315354765
"MPI-ESM_GLAC1D - CRU",123.75,64.9419479370117,-4.57630072832105,5.50775376955675,64.730174180865,1.2447560623288
"MPI-ESM_GLAC1D - CRU",127.5,64.9419479370117,-2.87835795879362,8.59225915273035,30.081359800696,1.6463234290481
"MPI-ESM_GLAC1D - CRU",131.25,64.9419479370117,-3.24192564686139,11.9702017466228,23.8207142092285,6.24332952871915
"MPI-ESM_GLAC1D - CRU",135,64.9419479370117,-3.8912225385507,11.7518943627676,57.216802228987,10.481829303503
"MPI-ESM_GLAC1D - CRU",138.75,64.9419479370117,-2.28189953764277,12.1700454552969,3.64920416176301,20.1700229756535
"MPI-ESM_GLAC1D - CRU",142.5,64.9419479370117,-3.46622252464293,12.6090820948283,51.330270146579,28.9217312023044
"MPI-ESM_GLAC1D - CRU",146.25,64.9419479370117,-2.109712010622,10.000670560201,71.3008538663385,34.3018083311617
"MPI-ESM_GLAC1D - CRU",150,64.9419479370117,-5.40768087704978,5.3691602071127,102.558126675337,24.8816997319459
"MPI-ESM_GLAC1D - CRU",153.75,64.9419479370117,-4.34413919846215,6.9087434132894,73.212624771148,20.075115211308
"MPI-ESM_GLAC1D - CRU",157.5,64.9419479370117,-2.09372249444324,5.9955663045248,40.171072470397,22.0029803968965
"MPI-ESM_GLAC1D - CRU",161.25,64.9419479370117,0.218569217125586,3.45580059687305,23.044202885032,17.3533952742814
"MPI-ESM_GLAC1D - CRU",165,64.9419479370117,-0.0518995414177494,2.2148629347484,33.741186726093,12.1518948629499
"MPI-ESM_GLAC1D - CRU",168.75,64.9419479370117,-2.99434748888014,-0.322532979647249,65.4853217631575,36.8952475152909
"MPI-ESM_GLAC1D - CRU",172.5,64.9419479370117,-3.68768082459766,-4.0551111737887,87.234738976508,67.0292133726178
"MPI-ESM_GLAC1D - CRU",176.25,64.9419479370117,-3.73752455115316,-4.82633512020105,65.9589303687215,81.3017152503133
"MPI-ESM_GLAC1D - CRU",180,64.9419479370117,-2.34952973326045,-2.21023617188125,25.6493132665755,74.283973696222
"MPI-ESM_GLAC1D - CRU",-176.25,64.9419479370117,0.34213697512946,-2.87492386102675,2.7355199225245,62.3950205878819
"MPI-ESM_GLAC1D - CRU",-172.5,64.9419479370117,0.972371342281519,-2.9600279172261,-20.275077358633,53.9621264250483
"MPI-ESM_GLAC1D - CRU",-161.25,64.9419479370117,-1.27637873490649,-1.3183612585068,57.518343354761,52.8077603751327
"MPI-ESM_GLAC1D - CRU",-157.5,64.9419479370117,-2.47059751351673,0.0924930175145988,113.020049013943,55.2659789346159
"MPI-ESM_GLAC1D - CRU",-153.75,64.9419479370117,-3.71546732584636,1.027753464381,131.867789911478,70.0067152358596
"MPI-ESM_GLAC1D - CRU",-150,64.9419479370117,-4.4086183349291,-1.4152152538299,144.120362276583,78.6128591418269
"MPI-ESM_GLAC1D - CRU",-146.25,64.9419479370117,-3.88158712188403,1.000487792492,160.760852163284,82.9202874898911
"MPI-ESM_GLAC1D - CRU",-142.5,64.9419479370117,-3.98176940083498,2.9913733323415,158.863373137266,91.4170322038232
"MPI-ESM_GLAC1D - CRU",-138.75,64.9419479370117,-3.49455584685006,5.66038379669195,138.034407268464,49.9654380366206
"MPI-ESM_GLAC1D - CRU",-135,64.9419479370117,-3.5329673508803,2.8375972350439,196.125492554903,19.4956025794148
"MPI-ESM_GLAC1D - CRU",-131.25,64.9419479370117,-1.38986833691594,4.33270142873125,199.875003344567,9.11681987717755
"MPI-ESM_GLAC1D - CRU",-127.5,64.9419479370117,-2.44854022860527,4.9521285454432,193.888251122087,0.0353120639919098
"MPI-ESM_GLAC1D - CRU",-123.75,64.9419479370117,-2.0710922876994,5.8542379538218,219.628030538559,24.1843007065355
"MPI-ESM_GLAC1D - CRU",-120,64.9419479370117,-0.1048683166504,6.1253056049348,232.732209324092,36.6878959141672
"MPI-ESM_GLAC1D - CRU",-116.25,64.9419479370117,0.54479311704635,6.7040035406749,240.140249482542,44.5929770268501
"MPI-ESM_GLAC1D - CRU",-112.5,64.9419479370117,2.55455877482891,6.16379524866745,203.229367143661,51.1002790205181
"MPI-ESM_GLAC1D - CRU",-108.75,64.9419479370117,3.28752751747768,6.1606442928315,153.314704799652,56.7420229904353
"MPI-ESM_GLAC1D - CRU",-105,64.9419479370117,3.89302230775357,6.19645154476175,119.468750456721,52.1731323421001
"MPI-ESM_GLAC1D - CRU",-101.25,64.9419479370117,4.57052231033643,6.7239256540935,92.5334858313204,47.7867324113847
"MPI-ESM_GLAC1D - CRU",-97.5,64.9419479370117,4.61815253198147,8.04423805077875,77.168600405007,35.1374946475027
"MPI-ESM_GLAC1D - CRU",-93.75,64.9419479370117,5.08586087872584,11.36465985775,59.4790031515055,28.6307780364062
"MPI-ESM_GLAC1D - CRU",-90,64.9419479370117,5.48099115397781,9.6352066357931,60.239786469936,23.654200176266
"MPI-ESM_GLAC1D - CRU",-86.25,64.9419479370117,3.49997549106678,7.23023254871375,56.3070983350275,32.1296191551955
"MPI-ESM_GLAC1D - CRU",-71.25,64.9419479370117,3.7823973754421,3.68372211456305,62.6430164307355,26.633544016024
"MPI-ESM_GLAC1D - CRU",-67.5,64.9419479370117,6.14466303351027,7.0869982719422,25.218145972491,1.8033626795979
"MPI-ESM_GLAC1D - CRU",-18.75,64.9419479370117,4.05023588339484,5.68757088879746,-86.552056083828,-110.347282645852
"MPI-ESM_GLAC1D - CRU",7.5,61.231575012207,2.67778793176016,6.67267515858016,30.401632593573,-47.542246948182
"MPI-ESM_GLAC1D - CRU",11.25,61.231575012207,0.0957826813061988,5.92832616964978,72.407347452641,97.710323809087
"MPI-ESM_GLAC1D - CRU",15,61.231575012207,-1.5401548107465,2.18335222800575,115.2715090245,102.105301135033
"MPI-ESM_GLAC1D - CRU",22.5,61.231575012207,-2.5147122144699,-2.48193425635499,183.396832125634,77.5590241096916
"MPI-ESM_GLAC1D - CRU",26.25,61.231575012207,-2.3656236410141,-2.54727280934654,169.304585628211,47.88466111049
"MPI-ESM_GLAC1D - CRU",30,61.231575012207,-2.4636184930801,-3.06933006346224,150.634846928715,33.429521474987
"MPI-ESM_GLAC1D - CRU",33.75,61.231575012207,-1.84734239578245,-2.4932102610667,118.519135387241,26.8103682428595
"MPI-ESM_GLAC1D - CRU",37.5,61.231575012207,-2.03231635093695,-2.27982481320695,107.989164773374,25.1940195277334
"MPI-ESM_GLAC1D - CRU",41.25,61.231575012207,-2.0114048163096,-2.2914914131164,116.868504678458,21.343214881421
"MPI-ESM_GLAC1D - CRU",45,61.231575012207,-2.34260280132295,-2.00110081235565,51.837992452085,23.9929641619325
"MPI-ESM_GLAC1D - CRU",48.75,61.231575012207,-3.0895298480988,-1.9488612572352,68.532911370694,17.875463299453
"MPI-ESM_GLAC1D - CRU",52.5,61.231575012207,-3.51903509298965,-1.97891331911085,64.980341255665,23.4839448720217
"MPI-ESM_GLAC1D - CRU",56.25,61.231575012207,-3.6165611108144,-1.3284966150919,70.942560128122,12.2084503456946
"MPI-ESM_GLAC1D - CRU",60,61.231575012207,-3.4434100429217,0.499055536588102,78.7903425209225,33.8949014090004
"MPI-ESM_GLAC1D - CRU",63.75,61.231575012207,-4.5539048671722,-0.1412309646607,95.607929544896,35.4583346553146
"MPI-ESM_GLAC1D - CRU",67.5,61.231575012207,-4.53291529814405,0.228430465857201,83.788918509334,29.2762012057006
"MPI-ESM_GLAC1D - CRU",71.25,61.231575012207,-4.132889286677,0.534706568717901,71.487409783155,27.6826646365226
"MPI-ESM_GLAC1D - CRU",75,61.231575012207,-3.606899634997,0.922284690539051,14.413422017544,22.4163170419633
"MPI-ESM_GLAC1D - CRU",78.75,61.231575012207,-3.5714048862457,1.2503576517106,-17.832447190583,28.0536511242389
"MPI-ESM_GLAC1D - CRU",82.5,61.231575012207,-3.5879152814547,1.00639934539795,5.79260010346749,30.3876427084208
"MPI-ESM_GLAC1D - CRU",86.25,61.231575012207,-4.2295299132665,0.500513831774402,42.072409870476,19.0569789193569
"MPI-ESM_GLAC1D - CRU",90,61.231575012207,-4.67268091440195,1.19874312082925,57.566494745016,-4.30436520203955
"MPI-ESM_GLAC1D - CRU",93.75,61.231575012207,-3.411404800415,3.1074930349986,57.179411458224,-17.1128279186785
"MPI-ESM_GLAC1D - CRU",97.5,61.231575012207,-3.5518735965093,5.04681603113815,78.8951322101055,-16.5103526294231
"MPI-ESM_GLAC1D - CRU",101.25,61.231575012207,-3.98484243551889,5.3119202136994,73.550917708128,-9.5347468808293
"MPI-ESM_GLAC1D - CRU",105,61.231575012207,-3.9452590028445,4.85470672448475,50.195645239204,-9.38181120231745
"MPI-ESM_GLAC1D - CRU",108.75,61.231575012207,-4.48182156085965,3.4530661265056,52.246424333751,-6.3146454587578
"MPI-ESM_GLAC1D - CRU",112.5,61.231575012207,-4.578696501255,3.15824853579205,55.2986195266245,-14.2743775688112
"MPI-ESM_GLAC1D - CRU",116.25,61.231575012207,-5.13575383822122,2.9149931748708,85.975159463286,-4.4135231897235
"MPI-ESM_GLAC1D - CRU",120,61.231575012207,-5.44054549932477,1.50827441215515,114.681951033323,0.982271293550752
"MPI-ESM_GLAC1D - CRU",123.75,61.231575012207,-5.10624860922492,3.0362954298655,103.066549376399,0.477286795526801
"MPI-ESM_GLAC1D - CRU",127.5,61.231575012207,-5.92827981710429,4.8043683449428,103.287553781271,-1.0987402409315
"MPI-ESM_GLAC1D - CRU",131.25,61.231575012207,-8.24604035218555,7.46150376002,109.634021115303,-3.0141180701554
"MPI-ESM_GLAC1D - CRU",135,61.231575012207,-9.44166532357533,8.45309247175859,115.283500303328,2.6995641477406
"MPI-ESM_GLAC1D - CRU",138.75,61.231575012207,-3.41119642257689,9.9207225799561,40.651677511632,20.5489051066339
"MPI-ESM_GLAC1D - CRU",142.5,61.231575012207,-3.15697771112122,9.77017563184106,82.961396227032,35.3733601115644
"MPI-ESM_GLAC1D - CRU",146.25,61.231575012207,-3.31518081029254,6.9702016035716,118.431321301311,40.5617894388736
"MPI-ESM_GLAC1D - CRU",150,61.231575012207,-2.87249854803084,4.84965460300445,97.4809064731,50.3337838545441
"MPI-ESM_GLAC1D - CRU",157.5,61.231575012207,-1.93549331029254,6.7693681875865,69.391654970497,41.9834016159174
"MPI-ESM_GLAC1D - CRU",161.25,61.231575012207,-2.72161312500634,0.7561909516652,71.325223922729,46.4693875618283
